Software Key,CVSS Score,Attack from Where?,User Interaction,Privilege,Confidentiality Metric,Integrity Metric,Availability Metric,Exploitability,Mitigation Plan?
7,3.3,Adjacent,Low,None,None,Partial,None,Unproven,1
7,8.3,Adjacent,Low,None,Complete,Complete,Complete,Unproven,1
7,8.3,Adjacent,Low,None,Complete,Complete,Complete,Unproven,1
7,8.3,Adjacent,Low,None,Complete,Complete,Complete,Unproven,1
7,8.3,Adjacent,Low,None,Complete,Complete,Complete,Unproven,1
7,8.3,Adjacent,Low,None,Complete,Complete,Complete,Unproven,1
7,8.3,Adjacent,Low,None,Complete,Complete,Complete,Unproven,1
7,2.7,Adjacent,Low,Single,None,None,Partial,Unproven,1
7,2.7,Adjacent,Low,Single,None,None,Partial,Unproven,1
7,2.7,Adjacent,Low,Single,None,None,Partial,Unproven,1
7,2.7,Adjacent,Low,Single,None,None,Partial,Unproven,1
7,2.7,Adjacent,Low,Single,None,None,Partial,Unproven,1
7,2.7,Adjacent,Low,Single,None,None,Partial,Unproven,1
7,6.1,Adjacent,Low,None,None,None,Complete,Unproven,1
7,6.1,Adjacent,Low,None,None,None,Complete,Unproven,1
7,6.1,Adjacent,Low,None,None,None,Complete,Unproven,1
7,6.1,Adjacent,Low,None,None,None,Complete,Unproven,1
7,6.1,Adjacent,Low,None,None,None,Complete,Unproven,1
7,6.1,Adjacent,Low,None,None,None,Complete,Unproven,1
7,6.8,Local,Low,Single,Complete,Complete,Complete,Unproven,1
7,6.8,Local,Low,Single,Complete,Complete,Complete,Unproven,1
7,6.8,Local,Low,Single,Complete,Complete,Complete,Unproven,1
7,6.8,Local,Low,Single,Complete,Complete,Complete,Unproven,1
7,6.8,Local,Low,Single,Complete,Complete,Complete,Unproven,1
7,6.8,Local,Low,Single,Complete,Complete,Complete,Unproven,1
19,1.7,Local,Low,Single,None,Partial,None,Unproven,1
19,1.7,Local,Low,Single,None,Partial,None,Unproven,1
19,1.7,Local,Low,Single,None,Partial,None,Unproven,1
19,1.7,Local,Low,Single,None,Partial,None,Unproven,1
19,1.7,Local,Low,Single,None,Partial,None,Unproven,1
19,1.7,Local,Low,Single,None,Partial,None,Unproven,1
19,1.7,Local,Low,Single,None,Partial,None,Unproven,1
19,1.7,Local,Low,Single,None,Partial,None,Unproven,1
19,1.7,Local,Low,Single,None,Partial,None,Unproven,1
19,1.7,Local,Low,Single,None,Partial,None,Unproven,1
19,1.7,Local,Low,Single,None,Partial,None,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
10,7.5,Network,Low,None,Partial,Partial,Partial,Unproven,1
10,7.5,Network,Low,None,Partial,Partial,Partial,Unproven,1
10,7.5,Network,Low,None,Partial,Partial,Partial,Unproven,1
10,7.5,Network,Low,None,Partial,Partial,Partial,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
10,6.8,Network,Medium,None,Partial,Partial,Partial,Unproven,1
10,6.8,Network,Medium,None,Partial,Partial,Partial,Unproven,1
10,6.8,Network,Medium,None,Partial,Partial,Partial,Unproven,1
10,6.8,Network,Medium,None,Partial,Partial,Partial,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
10,5,Network,Low,None,None,Partial,None,Unproven,1
10,5,Network,Low,None,None,Partial,None,Unproven,1
10,5,Network,Low,None,None,Partial,None,Unproven,1
10,5,Network,Low,None,None,Partial,None,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,High,0
10,10,Network,Low,None,Complete,Complete,Complete,High,0
10,10,Network,Low,None,Complete,Complete,Complete,High,0
10,10,Network,Low,None,Complete,Complete,Complete,High,0
10,6.8,Network,Medium,None,Partial,Partial,Partial,Unproven,1
10,6.8,Network,Medium,None,Partial,Partial,Partial,Unproven,1
10,6.8,Network,Medium,None,Partial,Partial,Partial,Unproven,1
10,6.8,Network,Medium,None,Partial,Partial,Partial,Unproven,1
25,7.8,Network,Low,None,None,None,Complete,Unproven,1
25,10,Network,Low,None,Complete,Complete,Complete,Proof-of-Concept,0
25,7.8,Network,Low,None,None,None,Complete,Unproven,1
25,7.8,Network,Low,None,None,None,Complete,Unproven,1
25,7.8,Network,Low,None,None,None,Complete,Unproven,1
25,7.8,Network,Low,None,None,None,Complete,Unproven,1
14,7.8,Network,Low,None,None,None,Complete,Unproven,1
14,4.3,Network,Medium,None,Partial,None,None,Unproven,1
14,7.1,Network,Medium,None,None,None,Complete,Unproven,1
14,4.3,Network,Medium,None,None,Partial,None,Unproven,1
14,7.8,Network,Low,None,None,None,Complete,Unproven,1
14,7.8,Network,Low,None,None,None,Complete,Unproven,1
14,2.6,Network,High,None,None,Partial,None,Unproven,1
14,7.8,Network,Low,None,None,None,Complete,Unproven,1
14,7.1,Network,Medium,None,None,None,Complete,Unproven,1
10,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
7,6.1,Adjacent,Low,None,None,None,Complete,Unproven,1
7,6.1,Adjacent,Low,None,None,None,Complete,Unproven,1
7,6.1,Adjacent,Low,None,None,None,Complete,Unproven,1
20,5,Network,Low,None,None,Partial,None,Unproven,1
23,4.3,Network,Medium,None,None,Partial,None,Unproven,1
6,9.3,Network,Medium,None,Complete,Complete,Complete,Unproven,1
6,9.3,Network,Medium,None,Complete,Complete,Complete,Unproven,1
6,9.3,Network,Medium,None,Complete,Complete,Complete,Unproven,1
6,9.3,Network,Medium,None,Complete,Complete,Complete,Unproven,1
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,10,Network,Low,None,Complete,Complete,Complete,Functional,0
13,10,Network,Low,None,Complete,Complete,Complete,Functional,0
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,10,Network,Low,None,Complete,Complete,Complete,Functional,0
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,10,Network,Low,None,Complete,Complete,Complete,Proof-of-Concept,0
13,10,Network,Low,None,Complete,Complete,Complete,Proof-of-Concept,0
13,4.3,Adjacent,High,None,Partial,Partial,Partial,Proof-of-Concept,2
13,4.3,Adjacent,High,None,Partial,Partial,Partial,Proof-of-Concept,1
13,4.3,Adjacent,High,None,Partial,Partial,Partial,Proof-of-Concept,1
13,4.3,Adjacent,High,None,Partial,Partial,Partial,Proof-of-Concept,1
13,4.3,Adjacent,High,None,Partial,Partial,Partial,Proof-of-Concept,1
13,4.3,Adjacent,High,None,Partial,Partial,Partial,Proof-of-Concept,2
13,4.3,Adjacent,High,None,Partial,Partial,Partial,Proof-of-Concept,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,2
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,2
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,2
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,2
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Unproven,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Unproven,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Unproven,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Unproven,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Unproven,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Unproven,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Unproven,1
13,7.7,Adjacent,Low,Single,Complete,Complete,Complete,Proof-of-Concept,2
13,7.7,Adjacent,Low,Single,Complete,Complete,Complete,Proof-of-Concept,1
13,7.7,Adjacent,Low,Single,Complete,Complete,Complete,Proof-of-Concept,1
13,7.7,Adjacent,Low,Single,Complete,Complete,Complete,Proof-of-Concept,1
13,7.7,Adjacent,Low,Single,Complete,Complete,Complete,Proof-of-Concept,1
13,7.7,Adjacent,Low,Single,Complete,Complete,Complete,Proof-of-Concept,2
13,7.7,Adjacent,Low,Single,Complete,Complete,Complete,Proof-of-Concept,1
13,5,Network,Low,None,None,Partial,None,Functional,2
13,5,Network,Low,None,None,Partial,None,Functional,0
13,5,Network,Low,None,None,Partial,None,Functional,0
13,5,Network,Low,None,None,Partial,None,Functional,2
13,5,Network,Low,None,None,Partial,None,Functional,0
13,5,Network,Low,None,None,Partial,None,Functional,2
13,5,Network,Low,None,None,Partial,None,Functional,2
13,10,Network,Low,None,Complete,Complete,Complete,Proof-of-Concept,2
13,10,Network,Low,None,Complete,Complete,Complete,Proof-of-Concept,0
13,10,Network,Low,None,Complete,Complete,Complete,Proof-of-Concept,0
13,10,Network,Low,None,Complete,Complete,Complete,Proof-of-Concept,2
13,10,Network,Low,None,Complete,Complete,Complete,Proof-of-Concept,0
13,10,Network,Low,None,Complete,Complete,Complete,Proof-of-Concept,2
13,10,Network,Low,None,Complete,Complete,Complete,Proof-of-Concept,2
13,1.7,Local,Low,Single,None,None,Partial,Unproven,1
13,1.7,Local,Low,Single,None,None,Partial,Unproven,1
13,1.7,Local,Low,Single,None,None,Partial,Unproven,1
13,1.7,Local,Low,Single,None,None,Partial,Unproven,1
13,1.7,Local,Low,Single,None,None,Partial,Unproven,1
13,1.7,Local,Low,Single,None,None,Partial,Unproven,1
13,1.7,Local,Low,Single,None,None,Partial,Unproven,1
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,6.8,Local,Low,Single,Complete,Complete,Complete,Unproven,1
13,4.3,Adjacent,High,None,Partial,Partial,Partial,Proof-of-Concept,2
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,2
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,2
13,5,Network,Low,None,None,Partial,None,Functional,2
13,1.7,Local,Low,Single,None,None,Partial,Unproven,1
13,10,Network,Low,None,Complete,Complete,Complete,Proof-of-Concept,2
13,7.7,Adjacent,Low,Single,Complete,Complete,Complete,Proof-of-Concept,2
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,6.8,Local,Low,Single,Complete,Complete,Complete,Unproven,1
13,4.3,Adjacent,High,None,Partial,Partial,Partial,Proof-of-Concept,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,1
13,5,Network,Low,None,None,Partial,None,Functional,2
13,1.7,Local,Low,Single,None,None,Partial,Unproven,1
13,10,Network,Low,None,Complete,Complete,Complete,Functional,0
13,6.8,Local,Low,Single,Complete,Complete,Complete,Unproven,1
13,4.3,Adjacent,High,None,Partial,Partial,Partial,Proof-of-Concept,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,1
13,5,Network,Low,None,None,Partial,None,Functional,0
13,1.7,Local,Low,Single,None,None,Partial,Unproven,1
13,10,Network,Low,None,Complete,Complete,Complete,Proof-of-Concept,0
13,7.7,Adjacent,Low,Single,Complete,Complete,Complete,Proof-of-Concept,1
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,6.8,Local,Low,Single,Complete,Complete,Complete,Unproven,1
13,4.3,Adjacent,High,None,Partial,Partial,Partial,Proof-of-Concept,2
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,2
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,2
13,5,Network,Low,None,None,Partial,None,Functional,2
13,1.7,Local,Low,Single,None,None,Partial,Unproven,1
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,6.8,Local,Low,Single,Complete,Complete,Complete,Unproven,1
13,4.3,Adjacent,High,None,Partial,Partial,Partial,Proof-of-Concept,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,1
13,5,Network,Low,None,None,Partial,None,Functional,2
13,1.7,Local,Low,Single,None,None,Partial,Unproven,1
13,10,Network,Low,None,Complete,Complete,Complete,Proof-of-Concept,2
13,7.7,Adjacent,Low,Single,Complete,Complete,Complete,Proof-of-Concept,1
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,6.8,Local,Low,Single,Complete,Complete,Complete,Unproven,1
13,4.3,Adjacent,High,None,Partial,Partial,Partial,Proof-of-Concept,2
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,2
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,2
13,5,Network,Low,None,None,Partial,None,Functional,2
13,1.7,Local,Low,Single,None,None,Partial,Unproven,1
13,10,Network,Low,None,Complete,Complete,Complete,Proof-of-Concept,2
13,7.7,Adjacent,Low,Single,Complete,Complete,Complete,Proof-of-Concept,2
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,6.8,Local,Low,Single,Complete,Complete,Complete,Unproven,1
13,4.3,Adjacent,High,None,Partial,Partial,Partial,Proof-of-Concept,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,1
13,5,Network,Low,None,None,Partial,None,Functional,2
13,1.7,Local,Low,Single,None,None,Partial,Unproven,1
13,10,Network,Low,None,Complete,Complete,Complete,Proof-of-Concept,2
13,7.7,Adjacent,Low,Single,Complete,Complete,Complete,Proof-of-Concept,1
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,6.8,Local,Low,Single,Complete,Complete,Complete,Unproven,1
13,4.3,Adjacent,High,None,Partial,Partial,Partial,Proof-of-Concept,2
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,2
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,2
13,5,Network,Low,None,None,Partial,None,Functional,2
13,1.7,Local,Low,Single,None,None,Partial,Unproven,1
13,10,Network,Low,None,Complete,Complete,Complete,Functional,0
13,6.8,Local,Low,Single,Complete,Complete,Complete,Unproven,1
13,4.3,Adjacent,High,None,Partial,Partial,Partial,Proof-of-Concept,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,1
13,5,Network,Low,None,None,Partial,None,Functional,0
13,1.7,Local,Low,Single,None,None,Partial,Unproven,1
13,10,Network,Low,None,Complete,Complete,Complete,Functional,0
13,6.8,Local,Low,Single,Complete,Complete,Complete,Unproven,1
13,4.3,Adjacent,High,None,Partial,Partial,Partial,Proof-of-Concept,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,1
13,5,Network,Low,None,None,Partial,None,Functional,0
13,1.7,Local,Low,Single,None,None,Partial,Unproven,1
13,6.1,Adjacent,Low,None,None,None,Complete,Unproven,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,1
13,7.8,Network,Low,None,None,None,Complete,Proof-of-Concept,0
13,10,Network,Low,None,Complete,Complete,Complete,Functional,0
13,10,Network,Low,None,Complete,Complete,Complete,Functional,0
13,10,Network,Low,None,Complete,Complete,Complete,Proof-of-Concept,0
13,5,Network,Low,None,None,Partial,None,Unproven,1
13,6.9,Local,Medium,None,Complete,Complete,Complete,Proof-of-Concept,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Proof-of-Concept,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Proof-of-Concept,1
13,10,Network,Low,None,Complete,Complete,Complete,Proof-of-Concept,0
13,10,Network,Low,None,Complete,Complete,Complete,Proof-of-Concept,0
13,10,Network,Low,None,Complete,Complete,Complete,Proof-of-Concept,0
13,10,Network,Low,None,Complete,Complete,Complete,Functional,0
13,6.8,Adjacent,High,None,Complete,Complete,Complete,Unproven,1
13,10,Network,Low,None,Complete,Complete,Complete,Functional,0
13,10,Network,Low,None,Complete,Complete,Complete,Functional,0
13,10,Network,Low,None,Complete,Complete,Complete,Functional,0
13,6.8,Local,Low,Single,Complete,Complete,Complete,Proof-of-Concept,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,1
13,10,Network,Low,None,Complete,Complete,Complete,High,0
13,2.6,Network,High,None,Partial,None,None,Unproven,1
13,10,Network,Low,None,Complete,Complete,Complete,Functional,0
13,6.8,Local,Low,Single,Complete,Complete,Complete,Unproven,1
13,4.3,Adjacent,High,None,Partial,Partial,Partial,Proof-of-Concept,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,1
13,5,Network,Low,None,None,Partial,None,Functional,0
13,1.7,Local,Low,Single,None,None,Partial,Unproven,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,High,2
13,10,Network,Low,None,Complete,Complete,Complete,Proof-of-Concept,2
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,6.8,Local,Low,Single,Complete,Complete,Complete,Proof-of-Concept,2
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,2
13,7.2,Local,Low,None,Complete,Complete,Complete,Functional,2
13,10,Network,Low,None,Complete,Complete,Complete,High,2
13,10,Network,Low,None,Complete,Complete,Complete,Proof-of-Concept,2
13,6.8,Local,Low,Single,Complete,Complete,Complete,High,2
13,6.8,Local,Low,Single,Complete,Complete,Complete,Proof-of-Concept,2
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,2
13,6.2,Local,High,None,Complete,Complete,Complete,High,2
13,10,Network,Low,None,Complete,Complete,Complete,Proof-of-Concept,2
13,4.3,Network,Medium,None,Partial,None,None,Unproven,1
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,2
13,4.3,Local,Low,Single,Partial,Partial,Partial,Unproven,1
13,7.5,Network,Low,None,Partial,Partial,Partial,Proof-of-Concept,2
13,10,Network,Low,None,Complete,Complete,Complete,Proof-of-Concept,2
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,2
13,2.6,Network,High,None,None,Partial,None,Unproven,1
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,6.8,Network,Low,Single,None,None,Complete,Unproven,1
13,9,Network,Low,Single,Complete,Complete,Complete,Proof-of-Concept,2
13,5,Network,Low,None,None,Partial,None,Functional,2
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,10,Network,Low,None,Complete,Complete,Complete,Proof-of-Concept,2
13,6.8,Local,Low,Single,Complete,Complete,Complete,Proof-of-Concept,2
13,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,6.8,Local,Low,Single,Complete,Complete,Complete,Proof-of-Concept,2
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,6.1,Adjacent,Low,None,None,None,Complete,Unproven,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,2
13,7.8,Network,Low,None,None,None,Complete,Unproven,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Proof-of-Concept,2
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,10,Network,Low,None,Complete,Complete,Complete,Proof-of-Concept,2
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,6.9,Local,Medium,None,Complete,Complete,Complete,Proof-of-Concept,2
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,2
13,6.8,Local,Low,Single,Complete,Complete,Complete,Proof-of-Concept,2
13,10,Network,Low,None,Complete,Complete,Complete,Proof-of-Concept,2
13,10,Network,Low,None,Complete,Complete,Complete,Proof-of-Concept,2
13,6.8,Local,Low,Single,Complete,Complete,Complete,Unproven,1
13,10,Network,Low,None,Complete,Complete,Complete,Proof-of-Concept,2
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,6.8,Local,Low,Single,Complete,Complete,Complete,Proof-of-Concept,2
13,6.8,Adjacent,High,None,Complete,Complete,Complete,Unproven,1
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,6.8,Local,Low,Single,Complete,Complete,Complete,Proof-of-Concept,2
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,2
13,10,Network,Low,None,Complete,Complete,Complete,Proof-of-Concept,2
13,3.5,Network,Medium,Single,Partial,None,None,Unproven,1
13,8.3,Adjacent,Low,None,Complete,Complete,Complete,Proof-of-Concept,2
13,10,Network,Low,None,Complete,Complete,Complete,High,2
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,6.8,Local,Low,Single,Complete,Complete,Complete,Unproven,1
13,4.3,Adjacent,High,None,Partial,Partial,Partial,Proof-of-Concept,2
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,2
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,2
13,5,Network,Low,None,None,Partial,None,Functional,2
13,1.7,Local,Low,Single,None,None,Partial,Unproven,1
13,10,Network,Low,None,Complete,Complete,Complete,Proof-of-Concept,2
13,7.7,Adjacent,Low,Single,Complete,Complete,Complete,Proof-of-Concept,2
13,10,Network,Low,None,Complete,Complete,Complete,Functional,0
13,6.8,Local,Low,Single,Complete,Complete,Complete,Unproven,1
13,4.3,Adjacent,High,None,Partial,Partial,Partial,Proof-of-Concept,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,1
13,5,Network,Low,None,None,Partial,None,Functional,0
13,1.7,Local,Low,Single,None,None,Partial,Unproven,1
13,10,Network,Low,None,Complete,Complete,Complete,Proof-of-Concept,0
13,7.7,Adjacent,Low,Single,Complete,Complete,Complete,Proof-of-Concept,1
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,6.8,Local,Low,Single,Complete,Complete,Complete,Unproven,1
13,4.3,Adjacent,High,None,Partial,Partial,Partial,Proof-of-Concept,2
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,2
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,2
13,5,Network,Low,None,None,Partial,None,Functional,2
13,1.7,Local,Low,Single,None,None,Partial,Unproven,1
13,10,Network,Low,None,Complete,Complete,Complete,Proof-of-Concept,2
13,7.7,Adjacent,Low,Single,Complete,Complete,Complete,Proof-of-Concept,2
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,6.8,Local,Low,Single,Complete,Complete,Complete,Unproven,1
13,4.3,Adjacent,High,None,Partial,Partial,Partial,Proof-of-Concept,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,1
13,5,Network,Low,None,None,Partial,None,Functional,2
13,1.7,Local,Low,Single,None,None,Partial,Unproven,1
13,10,Network,Low,None,Complete,Complete,Complete,Proof-of-Concept,2
13,7.7,Adjacent,Low,Single,Complete,Complete,Complete,Proof-of-Concept,1
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,6.8,Local,Low,Single,Complete,Complete,Complete,Unproven,1
